"","tpr","fpr","tdr","shd","method","is_directed","subj","sim"
"7921",0.6,0.15,0.5,5,"arges","directed",10,22
"21021",0.8,0.133333333333333,0.8,2,"pc","undirected",11,22
"31021",0.8,0.05,0.8,2,"pc","directed",11,22
"41021",0.8,0.133333333333333,0.8,2,"ges","undirected",11,22
"51021",0.8,0.05,0.8,2,"ges","directed",11,22
"61021",0.8,0.133333333333333,0.8,2,"arges","undirected",11,22
"71021",0.8,0.05,0.8,2,"arges","directed",11,22
"21125",1,0,1,0,"pc","undirected",12,22
"31125",0.8,0.1,0.666666666666667,2,"pc","directed",12,22
"41125",1,0,1,0,"ges","undirected",12,22
"51125",1,0.15,0.625,3,"ges","directed",12,22
"61125",0.6,0,1,2,"arges","undirected",12,22
"71125",0.6,0.05,0.75,3,"arges","directed",12,22
"21223",0.8,0,1,1,"pc","undirected",13,22
"31223",0.8,0.2,0.5,5,"pc","directed",13,22
"41223",0.8,0,1,1,"ges","undirected",13,22
"51223",0.8,0.2,0.5,5,"ges","directed",13,22
"61223",0.6,0,1,2,"arges","undirected",13,22
"71223",0.6,0.15,0.5,5,"arges","directed",13,22
"21321",0.8,0.133333333333333,0.8,2,"pc","undirected",14,22
"31321",0.8,0.15,0.571428571428571,3,"pc","directed",14,22
"41321",0.8,0.133333333333333,0.8,2,"ges","undirected",14,22
"51321",0.6,0.2,0.428571428571429,5,"ges","directed",14,22
"61321",0.8,0.133333333333333,0.8,2,"arges","undirected",14,22
"71321",0.6,0.2,0.428571428571429,5,"arges","directed",14,22
"21421",0.6,0.133333333333333,0.75,3,"pc","undirected",15,22
"31421",0.2,0.2,0.2,6,"pc","directed",15,22
"41421",0.6,0.133333333333333,0.75,3,"ges","undirected",15,22
"51421",0.6,0.25,0.375,6,"ges","directed",15,22
"61421",0.6,0.133333333333333,0.75,3,"arges","undirected",15,22
"71421",0.6,0.25,0.375,6,"arges","directed",15,22
"21521",1,0,1,0,"pc","undirected",16,22
"31521",1,0.15,0.625,3,"pc","directed",16,22
"41521",1,0,1,0,"ges","undirected",16,22
"51521",1,0.15,0.625,3,"ges","directed",16,22
"61521",0.8,0,1,1,"arges","undirected",16,22
"71521",0.8,0.2,0.5,5,"arges","directed",16,22
"21621",1,0.133333333333333,0.833333333333333,1,"pc","undirected",17,22
"31621",1,0.1,0.714285714285714,2,"pc","directed",17,22
"41621",1,0.266666666666667,0.714285714285714,2,"ges","undirected",17,22
"51621",0.8,0.35,0.363636363636364,6,"ges","directed",17,22
"61621",0.8,0.133333333333333,0.8,2,"arges","undirected",17,22
"71621",0.8,0.3,0.4,6,"arges","directed",17,22
"21721",0.8,0,1,1,"pc","undirected",18,22
"31721",0.6,0.05,0.75,2,"pc","directed",18,22
"41721",0.8,0,1,1,"ges","undirected",18,22
"51721",0.8,0.1,0.666666666666667,3,"ges","directed",18,22
"61721",0.6,0,1,2,"arges","undirected",18,22
"71721",0.6,0.05,0.75,3,"arges","directed",18,22
"21821",0.8,0,1,1,"pc","undirected",19,22
"31821",0.8,0.2,0.5,5,"pc","directed",19,22
"41821",1,0,1,0,"ges","undirected",19,22
"51821",1,0.15,0.625,3,"ges","directed",19,22
"61821",0.6,0,1,2,"arges","undirected",19,22
"71821",0.6,0.15,0.5,5,"arges","directed",19,22
"21921",0.8,0.133333333333333,0.8,2,"pc","undirected",20,22
"31921",0.6,0.1,0.6,3,"pc","directed",20,22
"41921",0.8,0.133333333333333,0.8,2,"ges","undirected",20,22
"51921",0.4,0.25,0.285714285714286,6,"ges","directed",20,22
"61921",0.8,0.133333333333333,0.8,2,"arges","undirected",20,22
"71921",0.4,0.25,0.285714285714286,6,"arges","directed",20,22
"22021",0.8,0.133333333333333,0.8,2,"pc","undirected",21,22
"32021",0.8,0.15,0.571428571428571,4,"pc","directed",21,22
"42021",0.6,0.133333333333333,0.75,3,"ges","undirected",21,22
"52021",0.6,0.15,0.5,5,"ges","directed",21,22
"62021",0.4,0,1,3,"arges","undirected",21,22
"72021",0.4,0.1,0.5,5,"arges","directed",21,22
"22125",0.8,0.133333333333333,0.8,2,"pc","undirected",22,22
"32125",0.8,0.2,0.5,4,"pc","directed",22,22
"42125",0.8,0.133333333333333,0.8,2,"ges","undirected",22,22
"52125",0.8,0.3,0.4,6,"ges","directed",22,22
"62125",0.6,0,1,2,"arges","undirected",22,22
"72125",0.6,0.15,0.5,5,"arges","directed",22,22
"22223",0.8,0,1,1,"pc","undirected",23,22
"32223",0.8,0.1,0.666666666666667,3,"pc","directed",23,22
"42223",0.8,0,1,1,"ges","undirected",23,22
"52223",0.8,0.1,0.666666666666667,3,"ges","directed",23,22
"62223",0.6,0,1,2,"arges","undirected",23,22
"72223",0.6,0.15,0.5,5,"arges","directed",23,22
"22321",1,0,1,0,"pc","undirected",24,22
"32321",1,0.05,0.833333333333333,1,"pc","directed",24,22
"42321",1,0,1,0,"ges","undirected",24,22
"52321",0.8,0.1,0.666666666666667,2,"ges","directed",24,22
"62321",0.6,0,1,2,"arges","undirected",24,22
"72321",0.6,0.15,0.5,5,"arges","directed",24,22
"22421",0.6,0,1,2,"pc","undirected",25,22
"32421",0.6,0.15,0.5,5,"pc","directed",25,22
"42421",0.6,0,1,2,"ges","undirected",25,22
"52421",0.6,0.15,0.5,5,"ges","directed",25,22
"62421",0.6,0,1,2,"arges","undirected",25,22
"72421",0.6,0.15,0.5,5,"arges","directed",25,22
"22521",0.8,0.133333333333333,0.8,2,"pc","undirected",26,22
"32521",0.6,0.2,0.428571428571429,5,"pc","directed",26,22
"42521",0.8,0,1,1,"ges","undirected",26,22
"52521",0.6,0.15,0.5,4,"ges","directed",26,22
"62521",0.6,0,1,2,"arges","undirected",26,22
"72521",0.4,0.1,0.5,4,"arges","directed",26,22
"22621",1,0.133333333333333,0.833333333333333,1,"pc","undirected",27,22
"32621",1,0.15,0.625,3,"pc","directed",27,22
"42621",1,0.133333333333333,0.833333333333333,1,"ges","undirected",27,22
"52621",0.8,0.3,0.4,5,"ges","directed",27,22
"62621",0.8,0.133333333333333,0.8,2,"arges","undirected",27,22
"72621",0.8,0.3,0.4,6,"arges","directed",27,22
"22721",0.8,0.133333333333333,0.8,2,"pc","undirected",28,22
"32721",0.6,0.1,0.6,3,"pc","directed",28,22
"42721",0.8,0.133333333333333,0.8,2,"ges","undirected",28,22
"52721",0.8,0.1,0.666666666666667,3,"ges","directed",28,22
"62721",0.6,0.133333333333333,0.75,3,"arges","undirected",28,22
"72721",0.6,0.15,0.5,5,"arges","directed",28,22
"22821",0.6,0.266666666666667,0.6,4,"pc","undirected",29,22
"32821",0.2,0.2,0.2,6,"pc","directed",29,22
"42821",0.4,0.266666666666667,0.5,5,"ges","undirected",29,22
"52821",0.4,0.1,0.5,5,"ges","directed",29,22
"62821",0.4,0.133333333333333,0.666666666666667,4,"arges","undirected",29,22
"72821",0.4,0.2,0.333333333333333,6,"arges","directed",29,22
"22921",0.8,0,1,1,"pc","undirected",30,22
"32921",0.8,0.1,0.666666666666667,3,"pc","directed",30,22
"42921",0.8,0.133333333333333,0.8,2,"ges","undirected",30,22
"52921",0.8,0.1,0.666666666666667,3,"ges","directed",30,22
"62921",0.6,0,1,2,"arges","undirected",30,22
"72921",0.6,0.15,0.5,5,"arges","directed",30,22
"23021",0.8,0.133333333333333,0.8,2,"pc","undirected",31,22
"33021",0.4,0.2,0.333333333333333,5,"pc","directed",31,22
"43021",0.8,0,1,1,"ges","undirected",31,22
"53021",0.8,0.2,0.5,5,"ges","directed",31,22
"63021",0.8,0,1,1,"arges","undirected",31,22
"73021",0.8,0.2,0.5,5,"arges","directed",31,22
"23125",0.8,0,1,1,"pc","undirected",32,22
"33125",0.8,0.1,0.666666666666667,3,"pc","directed",32,22
"43125",0.8,0.133333333333333,0.8,2,"ges","undirected",32,22
"53125",0.4,0.25,0.285714285714286,6,"ges","directed",32,22
"63125",0.8,0,1,1,"arges","undirected",32,22
"73125",0.8,0.2,0.5,5,"arges","directed",32,22
"23223",0.8,0,1,1,"pc","undirected",33,22
"33223",0.8,0.2,0.5,5,"pc","directed",33,22
"43223",0.8,0,1,1,"ges","undirected",33,22
"53223",0.8,0.2,0.5,5,"ges","directed",33,22
"63223",0.6,0,1,2,"arges","undirected",33,22
"73223",0.6,0.15,0.5,5,"arges","directed",33,22
"23321",0.8,0.133333333333333,0.8,2,"pc","undirected",34,22
"33321",0.4,0.15,0.4,4,"pc","directed",34,22
"43321",0.8,0.133333333333333,0.8,2,"ges","undirected",34,22
"53321",0.8,0.3,0.4,6,"ges","directed",34,22
"63321",0.8,0.133333333333333,0.8,2,"arges","undirected",34,22
"73321",0.8,0.3,0.4,6,"arges","directed",34,22
"23421",0.4,0.133333333333333,0.666666666666667,4,"pc","undirected",35,22
"33421",0.4,0.2,0.333333333333333,6,"pc","directed",35,22
"43421",0.4,0,1,3,"ges","undirected",35,22
"53421",0.4,0.1,0.5,5,"ges","directed",35,22
"63421",0.4,0,1,3,"arges","undirected",35,22
"73421",0.4,0.1,0.5,5,"arges","directed",35,22
"23521",1,0,1,0,"pc","undirected",36,22
"33521",1,0.15,0.625,3,"pc","directed",36,22
"43521",1,0,1,0,"ges","undirected",36,22
"53521",1,0.15,0.625,3,"ges","directed",36,22
"63521",1,0,1,0,"arges","undirected",36,22
"73521",1,0.15,0.625,3,"arges","directed",36,22
"23621",0.6,0.266666666666667,0.6,4,"pc","undirected",37,22
"33621",0.6,0.35,0.3,7,"pc","directed",37,22
"43621",0.4,0.266666666666667,0.5,5,"ges","undirected",37,22
"53621",0.4,0.3,0.25,7,"ges","directed",37,22
"63621",0.4,0.266666666666667,0.5,5,"arges","undirected",37,22
"73621",0.4,0.3,0.25,7,"arges","directed",37,22
"23721",0.8,0,1,1,"pc","undirected",38,22
"33721",0.4,0.2,0.333333333333333,5,"pc","directed",38,22
"43721",0.8,0,1,1,"ges","undirected",38,22
"53721",0.8,0.2,0.5,5,"ges","directed",38,22
"63721",0.8,0,1,1,"arges","undirected",38,22
"73721",0.8,0.2,0.5,5,"arges","directed",38,22
"23821",1,0,1,0,"pc","undirected",39,22
"33821",1,0.15,0.625,3,"pc","directed",39,22
"43821",1,0,1,0,"ges","undirected",39,22
"53821",1,0.15,0.625,3,"ges","directed",39,22
"63821",1,0,1,0,"arges","undirected",39,22
"73821",1,0.15,0.625,3,"arges","directed",39,22
"23921",0.8,0,1,1,"pc","undirected",40,22
"33921",0.6,0.1,0.6,3,"pc","directed",40,22
"43921",0.8,0.133333333333333,0.8,2,"ges","undirected",40,22
"53921",0.6,0.15,0.5,4,"ges","directed",40,22
"63921",0.8,0,1,1,"arges","undirected",40,22
"73921",0.6,0.15,0.5,4,"arges","directed",40,22
"24021",0.8,0,1,1,"pc","undirected",41,22
"34021",0.6,0.1,0.6,3,"pc","directed",41,22
"44021",0.6,0,1,2,"ges","undirected",41,22
"54021",0.6,0.15,0.5,5,"ges","directed",41,22
"64021",0.6,0,1,2,"arges","undirected",41,22
"74021",0.6,0.15,0.5,5,"arges","directed",41,22
"24125",0.8,0,1,1,"pc","undirected",42,22
"34125",0.6,0.15,0.5,4,"pc","directed",42,22
"44125",0.8,0,1,1,"ges","undirected",42,22
"54125",0.8,0.2,0.5,5,"ges","directed",42,22
"64125",0.8,0,1,1,"arges","undirected",42,22
"74125",0.8,0.2,0.5,5,"arges","directed",42,22
"24223",0.6,0.133333333333333,0.75,3,"pc","undirected",43,22
"34223",0.4,0.15,0.4,5,"pc","directed",43,22
"44223",0.6,0.133333333333333,0.75,3,"ges","undirected",43,22
"54223",0.2,0.2,0.2,6,"ges","directed",43,22
"64223",0.4,0,1,3,"arges","undirected",43,22
"74223",0.4,0.1,0.5,5,"arges","directed",43,22
"24321",0.6,0.133333333333333,0.75,3,"pc","undirected",44,22
"34321",0,0.2,0,6,"pc","directed",44,22
"44321",0.6,0.133333333333333,0.75,3,"ges","undirected",44,22
"54321",0,0.2,0,6,"ges","directed",44,22
"64321",0.4,0.133333333333333,0.666666666666667,4,"arges","undirected",44,22
"74321",0.4,0.2,0.333333333333333,6,"arges","directed",44,22
"24421",0.8,0.133333333333333,0.8,2,"pc","undirected",45,22
"34421",0.8,0.15,0.571428571428571,4,"pc","directed",45,22
"44421",0.8,0,1,1,"ges","undirected",45,22
"54421",0.8,0.1,0.666666666666667,3,"ges","directed",45,22
"64421",0.6,0,1,2,"arges","undirected",45,22
"74421",0.6,0.15,0.5,5,"arges","directed",45,22
"24521",0.4,0.133333333333333,0.666666666666667,4,"pc","undirected",46,22
"34521",0.2,0.1,0.333333333333333,5,"pc","directed",46,22
"44521",0.4,0.133333333333333,0.666666666666667,4,"ges","undirected",46,22
"54521",0.2,0.15,0.25,6,"ges","directed",46,22
"64521",0.4,0.133333333333333,0.666666666666667,4,"arges","undirected",46,22
"74521",0.2,0.15,0.25,6,"arges","directed",46,22
"24621",1,0.133333333333333,0.833333333333333,1,"pc","undirected",47,22
"34621",1,0.15,0.625,3,"pc","directed",47,22
"44621",1,0.133333333333333,0.833333333333333,1,"ges","undirected",47,22
"54621",0.8,0.3,0.4,5,"ges","directed",47,22
"64621",0.6,0.133333333333333,0.75,3,"arges","undirected",47,22
"74621",0.6,0.25,0.375,6,"arges","directed",47,22
"24721",0.8,0,1,1,"pc","undirected",48,22
"34721",0.6,0.15,0.5,4,"pc","directed",48,22
"44721",0.8,0,1,1,"ges","undirected",48,22
"54721",0.8,0.2,0.5,5,"ges","directed",48,22
"64721",0.6,0,1,2,"arges","undirected",48,22
"74721",0.6,0.15,0.5,5,"arges","directed",48,22
"24821",0.8,0,1,1,"pc","undirected",49,22
"34821",0.6,0.05,0.75,2,"pc","directed",49,22
"44821",0.8,0,1,1,"ges","undirected",49,22
"54821",0.6,0.15,0.5,4,"ges","directed",49,22
"64821",0.8,0,1,1,"arges","undirected",49,22
"74821",0.6,0.15,0.5,4,"arges","directed",49,22
"24921",0.8,0.133333333333333,0.8,2,"pc","undirected",50,22
"34921",0.6,0.1,0.6,3,"pc","directed",50,22
"44921",0.8,0.133333333333333,0.8,2,"ges","undirected",50,22
"54921",0.6,0.1,0.6,3,"ges","directed",50,22
"64921",0.6,0.133333333333333,0.75,3,"arges","undirected",50,22
"74921",0.4,0.1,0.5,4,"arges","directed",50,22
"2504",1,0,1,0,"pc","undirected",1,23
"3504",1,0.15,0.625,3,"pc","directed",1,23
"4504",1,0,1,0,"ges","undirected",1,23
"5504",1,0.15,0.625,3,"ges","directed",1,23
"6504",1,0,1,0,"arges","undirected",1,23
"7504",1,0.15,0.625,3,"arges","directed",1,23
"21108",0.6,0.4,0.5,5,"pc","undirected",2,23
"31108",0.2,0.25,0.166666666666667,7,"pc","directed",2,23
"41108",0.6,0.4,0.5,5,"ges","undirected",2,23
"51108",0.4,0.4,0.2,8,"ges","directed",2,23
"61108",0.6,0.4,0.5,5,"arges","undirected",2,23
"71108",0.4,0.4,0.2,8,"arges","directed",2,23
"22106",1,0,1,0,"pc","undirected",3,23
"32106",1,0.15,0.625,3,"pc","directed",3,23
"42106",1,0,1,0,"ges","undirected",3,23
"52106",1,0.15,0.625,3,"ges","directed",3,23
"62106",1,0,1,0,"arges","undirected",3,23
"72106",1,0.15,0.625,3,"arges","directed",3,23
"23106",1,0.133333333333333,0.833333333333333,1,"pc","undirected",4,23
"33106",1,0.15,0.625,3,"pc","directed",4,23
"43106",1,0.133333333333333,0.833333333333333,1,"ges","undirected",4,23
"53106",1,0.15,0.625,3,"ges","directed",4,23
"63106",1,0.133333333333333,0.833333333333333,1,"arges","undirected",4,23
"73106",1,0.15,0.625,3,"arges","directed",4,23
"24106",1,0.266666666666667,0.714285714285714,2,"pc","undirected",5,23
"34106",1,0.25,0.5,5,"pc","directed",5,23
"44106",1,0.4,0.625,3,"ges","undirected",5,23
"54106",1,0.25,0.5,5,"ges","directed",5,23
"64106",1,0.133333333333333,0.833333333333333,1,"arges","undirected",5,23
"74106",1,0.2,0.555555555555556,4,"arges","directed",5,23
"2526",1,0,1,0,"pc","undirected",6,23
"3526",1,0.1,0.714285714285714,2,"pc","directed",6,23
"4526",1,0.266666666666667,0.714285714285714,2,"ges","undirected",6,23
"5526",1,0.3,0.454545454545455,5,"ges","directed",6,23
"6526",1,0.133333333333333,0.833333333333333,1,"arges","undirected",6,23
"7526",0.8,0.25,0.444444444444444,5,"arges","directed",6,23
"2624",1,0.133333333333333,0.833333333333333,1,"pc","undirected",7,23
"3624",1,0.2,0.555555555555556,4,"pc","directed",7,23
"4624",1,0.133333333333333,0.833333333333333,1,"ges","undirected",7,23
"5624",0.8,0.2,0.5,4,"ges","directed",7,23
"6624",1,0.133333333333333,0.833333333333333,1,"arges","undirected",7,23
"7624",0.8,0.2,0.5,4,"arges","directed",7,23
"2722",1,0,1,0,"pc","undirected",8,23
"3722",1,0.15,0.625,3,"pc","directed",8,23
"4722",1,0,1,0,"ges","undirected",8,23
"5722",1,0.15,0.625,3,"ges","directed",8,23
"6722",1,0,1,0,"arges","undirected",8,23
"7722",1,0.15,0.625,3,"arges","directed",8,23
"2822",0.8,0.266666666666667,0.666666666666667,3,"pc","undirected",9,23
"3822",0.6,0.3,0.333333333333333,6,"pc","directed",9,23
"4822",0.8,0.133333333333333,0.8,2,"ges","undirected",9,23
"5822",0.4,0.25,0.285714285714286,6,"ges","directed",9,23
"6822",0.8,0.133333333333333,0.8,2,"arges","undirected",9,23
"7822",0.4,0.25,0.285714285714286,6,"arges","directed",9,23
"2922",0.4,0.533333333333333,0.333333333333333,7,"pc","undirected",10,23
"3922",0.2,0.35,0.125,9,"pc","directed",10,23
"4922",0.8,0.666666666666667,0.444444444444444,6,"ges","undirected",10,23
"5922",0.6,0.55,0.214285714285714,9,"ges","directed",10,23
"6922",0.8,0.4,0.571428571428571,4,"arges","undirected",10,23
"7922",0.6,0.3,0.333333333333333,6,"arges","directed",10,23
"21022",0.8,0.4,0.571428571428571,4,"pc","undirected",11,23
"31022",0.8,0.35,0.363636363636364,6,"pc","directed",11,23
"41022",0.8,0.4,0.571428571428571,4,"ges","undirected",11,23
"51022",0.8,0.35,0.363636363636364,6,"ges","directed",11,23
"61022",1,0.4,0.625,3,"arges","undirected",11,23
"71022",0.6,0.35,0.3,7,"arges","directed",11,23
"21126",1,0,1,0,"pc","undirected",12,23
"31126",1,0.15,0.625,3,"pc","directed",12,23
"41126",1,0,1,0,"ges","undirected",12,23
"51126",1,0.15,0.625,3,"ges","directed",12,23
"61126",1,0,1,0,"arges","undirected",12,23
"71126",1,0.15,0.625,3,"arges","directed",12,23
"21224",0.8,0.266666666666667,0.666666666666667,3,"pc","undirected",13,23
"31224",0.4,0.25,0.285714285714286,6,"pc","directed",13,23
"41224",0.8,0.4,0.571428571428571,4,"ges","undirected",13,23
"51224",0.8,0.35,0.363636363636364,7,"ges","directed",13,23
"61224",0.8,0.266666666666667,0.666666666666667,3,"arges","undirected",13,23
"71224",0.8,0.3,0.4,6,"arges","directed",13,23
"21322",0.8,0.266666666666667,0.666666666666667,3,"pc","undirected",14,23
"31322",0.4,0.25,0.285714285714286,6,"pc","directed",14,23
"41322",1,0.4,0.625,3,"ges","undirected",14,23
"51322",0.6,0.35,0.3,7,"ges","directed",14,23
"61322",0.8,0.4,0.571428571428571,4,"arges","undirected",14,23
"71322",0.6,0.3,0.333333333333333,7,"arges","directed",14,23
"21422",0.8,0.4,0.571428571428571,4,"pc","undirected",15,23
"31422",0.8,0.25,0.444444444444444,5,"pc","directed",15,23
"41422",0.8,0.4,0.571428571428571,4,"ges","undirected",15,23
"51422",0.2,0.4,0.111111111111111,8,"ges","directed",15,23
"61422",0.8,0.4,0.571428571428571,4,"arges","undirected",15,23
"71422",0.2,0.4,0.111111111111111,8,"arges","directed",15,23
"21522",1,0.133333333333333,0.833333333333333,1,"pc","undirected",16,23
"31522",1,0.2,0.555555555555556,4,"pc","directed",16,23
"41522",1,0.133333333333333,0.833333333333333,1,"ges","undirected",16,23
"51522",0.8,0.3,0.4,5,"ges","directed",16,23
"61522",1,0.133333333333333,0.833333333333333,1,"arges","undirected",16,23
"71522",0.8,0.3,0.4,5,"arges","directed",16,23
"21622",1,0.133333333333333,0.833333333333333,1,"pc","undirected",17,23
"31622",0.6,0.2,0.428571428571429,4,"pc","directed",17,23
"41622",1,0.133333333333333,0.833333333333333,1,"ges","undirected",17,23
"51622",0.8,0.25,0.444444444444444,5,"ges","directed",17,23
"61622",1,0.133333333333333,0.833333333333333,1,"arges","undirected",17,23
"71622",0.8,0.25,0.444444444444444,5,"arges","directed",17,23
"21722",1,0.266666666666667,0.714285714285714,2,"pc","undirected",18,23
"31722",1,0.25,0.5,5,"pc","directed",18,23
"41722",1,0.266666666666667,0.714285714285714,2,"ges","undirected",18,23
"51722",1,0.3,0.454545454545455,5,"ges","directed",18,23
"61722",1,0.133333333333333,0.833333333333333,1,"arges","undirected",18,23
"71722",1,0.2,0.555555555555556,4,"arges","directed",18,23
"21822",1,0,1,0,"pc","undirected",19,23
"31822",1,0.15,0.625,3,"pc","directed",19,23
"41822",1,0.133333333333333,0.833333333333333,1,"ges","undirected",19,23
"51822",1,0.25,0.5,4,"ges","directed",19,23
"61822",1,0.133333333333333,0.833333333333333,1,"arges","undirected",19,23
"71822",1,0.25,0.5,4,"arges","directed",19,23
"21922",0.6,0.266666666666667,0.6,4,"pc","undirected",20,23
"31922",0.2,0.2,0.2,6,"pc","directed",20,23
"41922",0.6,0.533333333333333,0.428571428571429,6,"ges","undirected",20,23
"51922",0.4,0.45,0.181818181818182,9,"ges","directed",20,23
"61922",0.6,0.4,0.5,5,"arges","undirected",20,23
"71922",0.6,0.45,0.25,8,"arges","directed",20,23
"22022",1,0.266666666666667,0.714285714285714,2,"pc","undirected",21,23
"32022",0.8,0.15,0.571428571428571,3,"pc","directed",21,23
"42022",1,0.266666666666667,0.714285714285714,2,"ges","undirected",21,23
"52022",0.4,0.35,0.222222222222222,6,"ges","directed",21,23
"62022",1,0.4,0.625,3,"arges","undirected",21,23
"72022",0.8,0.3,0.4,6,"arges","directed",21,23
"22126",0.8,0.266666666666667,0.666666666666667,3,"pc","undirected",22,23
"32126",0.8,0.2,0.5,4,"pc","directed",22,23
"42126",1,0.266666666666667,0.714285714285714,2,"ges","undirected",22,23
"52126",0.8,0.35,0.363636363636364,6,"ges","directed",22,23
"62126",0.8,0.266666666666667,0.666666666666667,3,"arges","undirected",22,23
"72126",0.6,0.35,0.3,7,"arges","directed",22,23
"22224",1,0.133333333333333,0.833333333333333,1,"pc","undirected",23,23
"32224",0.8,0.15,0.571428571428571,3,"pc","directed",23,23
"42224",1,0.133333333333333,0.833333333333333,1,"ges","undirected",23,23
"52224",0.8,0.2,0.5,4,"ges","directed",23,23
"62224",1,0.133333333333333,0.833333333333333,1,"arges","undirected",23,23
"72224",0.8,0.2,0.5,4,"arges","directed",23,23
"22322",1,0,1,0,"pc","undirected",24,23
"32322",1,0.15,0.625,3,"pc","directed",24,23
"42322",1,0.266666666666667,0.714285714285714,2,"ges","undirected",24,23
"52322",0.6,0.3,0.333333333333333,5,"ges","directed",24,23
"62322",1,0.266666666666667,0.714285714285714,2,"arges","undirected",24,23
"72322",0.6,0.3,0.333333333333333,5,"arges","directed",24,23
"22422",1,0.133333333333333,0.833333333333333,1,"pc","undirected",25,23
"32422",0.6,0.2,0.428571428571429,4,"pc","directed",25,23
"42422",1,0.4,0.625,3,"ges","undirected",25,23
"52422",0.8,0.3,0.4,6,"ges","directed",25,23
"62422",1,0.133333333333333,0.833333333333333,1,"arges","undirected",25,23
"72422",1,0.2,0.555555555555556,4,"arges","directed",25,23
"22522",1,0.133333333333333,0.833333333333333,1,"pc","undirected",26,23
"32522",1,0.2,0.555555555555556,4,"pc","directed",26,23
"42522",1,0.133333333333333,0.833333333333333,1,"ges","undirected",26,23
"52522",1,0.2,0.555555555555556,4,"ges","directed",26,23
"62522",1,0.133333333333333,0.833333333333333,1,"arges","undirected",26,23
"72522",1,0.2,0.555555555555556,4,"arges","directed",26,23
"22622",0.8,0.266666666666667,0.666666666666667,3,"pc","undirected",27,23
"32622",0.6,0.25,0.375,6,"pc","directed",27,23
"42622",0.8,0.133333333333333,0.8,2,"ges","undirected",27,23
"52622",0.6,0.2,0.428571428571429,5,"ges","directed",27,23
"62622",0.8,0.133333333333333,0.8,2,"arges","undirected",27,23
"72622",0.6,0.2,0.428571428571429,5,"arges","directed",27,23
"22722",1,0,1,0,"pc","undirected",28,23
"32722",0.4,0.2,0.333333333333333,4,"pc","directed",28,23
"42722",1,0.266666666666667,0.714285714285714,2,"ges","undirected",28,23
"52722",0.6,0.4,0.272727272727273,7,"ges","directed",28,23
"62722",1,0.133333333333333,0.833333333333333,1,"arges","undirected",28,23
"72722",0.4,0.3,0.25,6,"arges","directed",28,23
"22822",0.8,0.133333333333333,0.8,2,"pc","undirected",29,23
"32822",0.4,0.2,0.333333333333333,5,"pc","directed",29,23
"42822",1,0.133333333333333,0.833333333333333,1,"ges","undirected",29,23
"52822",1,0.25,0.5,4,"ges","directed",29,23
"62822",0.8,0,1,1,"arges","undirected",29,23
"72822",0.8,0.2,0.5,5,"arges","directed",29,23
"22922",1,0.133333333333333,0.833333333333333,1,"pc","undirected",30,23
"32922",1,0.2,0.555555555555556,4,"pc","directed",30,23
"42922",1,0.133333333333333,0.833333333333333,1,"ges","undirected",30,23
"52922",1,0.2,0.555555555555556,4,"ges","directed",30,23
"62922",1,0,1,0,"arges","undirected",30,23
"72922",1,0.15,0.625,3,"arges","directed",30,23
"23022",0.8,0.266666666666667,0.666666666666667,3,"pc","undirected",31,23
"33022",0.8,0.1,0.666666666666667,3,"pc","directed",31,23
"43022",0.8,0.533333333333333,0.5,5,"ges","undirected",31,23
"53022",0.6,0.5,0.230769230769231,9,"ges","directed",31,23
"63022",0.8,0.4,0.571428571428571,4,"arges","undirected",31,23
"73022",0.6,0.45,0.25,8,"arges","directed",31,23
"23126",1,0.133333333333333,0.833333333333333,1,"pc","undirected",32,23
"33126",1,0.1,0.714285714285714,2,"pc","directed",32,23
"43126",1,0.266666666666667,0.714285714285714,2,"ges","undirected",32,23
"53126",0.6,0.3,0.333333333333333,6,"ges","directed",32,23
"63126",1,0.266666666666667,0.714285714285714,2,"arges","undirected",32,23
"73126",0.6,0.3,0.333333333333333,6,"arges","directed",32,23
"23224",1,0,1,0,"pc","undirected",33,23
"33224",1,0.15,0.625,3,"pc","directed",33,23
"43224",1,0.133333333333333,0.833333333333333,1,"ges","undirected",33,23
"53224",1,0.25,0.5,4,"ges","directed",33,23
"63224",1,0.133333333333333,0.833333333333333,1,"arges","undirected",33,23
"73224",1,0.25,0.5,4,"arges","directed",33,23
"23322",1,0.266666666666667,0.714285714285714,2,"pc","undirected",34,23
"33322",1,0.25,0.5,5,"pc","directed",34,23
"43322",1,0.133333333333333,0.833333333333333,1,"ges","undirected",34,23
"53322",0.8,0.2,0.5,4,"ges","directed",34,23
"63322",1,0.133333333333333,0.833333333333333,1,"arges","undirected",34,23
"73322",0.8,0.2,0.5,4,"arges","directed",34,23
"23422",1,0.133333333333333,0.833333333333333,1,"pc","undirected",35,23
"33422",1,0.2,0.555555555555556,4,"pc","directed",35,23
"43422",1,0.133333333333333,0.833333333333333,1,"ges","undirected",35,23
"53422",1,0.2,0.555555555555556,4,"ges","directed",35,23
"63422",1,0.133333333333333,0.833333333333333,1,"arges","undirected",35,23
"73422",1,0.2,0.555555555555556,4,"arges","directed",35,23
"23522",1,0.266666666666667,0.714285714285714,2,"pc","undirected",36,23
"33522",0.4,0.25,0.285714285714286,5,"pc","directed",36,23
"43522",0.8,0.533333333333333,0.5,5,"ges","undirected",36,23
"53522",0.6,0.5,0.230769230769231,9,"ges","directed",36,23
